"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"전라남도 여수시 주삼동(4613081000)","7,919","7,919","834","1,103","896","965","1,591","1,126","717","473","181","33","0","4,056","4,056","422","578","488","508","793","642","338","220","63","4","0","3,863","3,863","412","525","408","457","798","484","379","253","118","29","0"
"전라남도 여수시 삼일동(4613082000)","2,216","2,216","45","105","232","148","226","441","469","327","192","30","1","1,218","1,218","24","54","156","97","137","276","259","148","61","6","0","998","998","21","51","76","51","89","165","210","179","131","24","1"
"전라남도 여수시 묘도동(4613083000)","1,142","1,142","15","59","107","59","102","228","229","182","135","26","0","600","600","7","24","66","43","73","142","127","74","41","3","0","542","542","8","35","41","16","29","86","102","108","94","23","0"
"전라남도 순천시 (4615000000)","280,195","280,195","21,884","29,076","35,864","32,384","42,171","49,341","37,124","19,582","10,996","1,711","62","139,846","139,846","11,209","15,078","19,634","16,713","20,726","24,876","18,612","8,965","3,674","356","3","140,349","140,349","10,675","13,998","16,230","15,671","21,445","24,465","18,512","10,617","7,322","1,355","59"
"전라남도 순천시 승주읍(4615025000)","2,616","2,616","49","107","174","107","182","471","611","436","417","59","3","1,296","1,296","34","48","107","59","105","289","331","197","110","16","0","1,320","1,320","15","59","67","48","77","182","280","239","307","43","3"
"전라남도 순천시 해룡면(4615031000)","4,401","4,401","111","175","346","250","388","850","965","714","503","99","0","2,270","2,270","57","93","209","156","236","516","508","314","165","16","0","2,131","2,131","54","82","137","94","152","334","457","400","338","83","0"
"전라남도 순천시 해룡면상삼출장소(4615031500)","19,680","19,680","1,552","2,582","3,284","2,511","3,444","3,881","1,577","520","286","41","2","9,792","9,792","792","1,365","1,799","1,292","1,547","1,879","808","209","95","6","0","9,888","9,888","760","1,217","1,485","1,219","1,897","2,002","769","311","191","35","2"
"전라남도 순천시 해룡면신대출장소(4615031600)","32,822","32,822","5,628","5,108","3,101","6,117","7,077","3,735","1,433","420","168","34","1","16,679","16,679","2,892","2,673","1,687","2,946","3,461","2,064","724","183","45","4","0","16,143","16,143","2,736","2,435","1,414","3,171","3,616","1,671","709","237","123","30","1"
"전라남도 순천시 서면(4615032000)","14,026","14,026","982","1,210","1,470","1,700","1,944","2,430","2,187","1,255","741","102","5","7,053","7,053","508","649","757","917","1,002","1,276","1,139","559","228","18","0","6,973","6,973","474","561","713","783","942","1,154","1,048","696","513","84","5"
"전라남도 순천시 황전면(4615033000)","2,887","2,887","44","95","140","121","197","440","656","629","487","76","2","1,455","1,455","23","48","84","76","131","274","347","297","158","17","0","1,432","1,432","21","47","56","45","66","166","309","332","329","59","2"
"전라남도 순천시 월등면(4615034000)","1,774","1,774","41","55","103","87","121","299","440","333","252","41","2","841","841","17","24","49","47","72","164","243","151","65","9","0","933","933","24","31","54","40","49","135","197","182","187","32","2"
"전라남도 순천시 주암면(4615035000)","3,056","3,056","54","94","169","120","205","489","728","605","514","76","2","1,534","1,534","30","47","103","80","142","294","371","278","167","22","0","1,522","1,522","24","47","66","40","63","195","357","327","347","54","2"
"전라남도 순천시 송광면(4615036000)","1,446","1,446","10","30","59","54","109","258","335","288","266","37","0","750","750","7","18","37","34","76","159","197","135","80","7","0","696","696","3","12","22","20","33","99","138","153","186","30","0"
"전라남도 순천시 외서면(4615037000)","830","830","12","33","42","25","45","138","200","162","146","27","0","407","407","7","18","27","15","30","87","103","85","33","2","0","423","423","5","15","15","10","15","51","97","77","113","25","0"
"전라남도 순천시 낙안면(4615038000)","3,143","3,143","78","145","192","141","215","485","779","604","431","70","3","1,533","1,533","39","79","106","75","132","259","408","280","142","12","1","1,610","1,610","39","66","86","66","83","226","371","324","289","58","2"
"전라남도 순천시 별량면(4615039000)","5,434","5,434","120","261","390","253","469","926","1,189","921","776","124","5","2,714","2,714","63","129","233","139","296","527","651","405","245","25","1","2,720","2,720","57","132","157","114","173","399","538","516","531","99","4"
"전라남도 순천시 상사면(4615040000)","2,831","2,831","57","133","267","147","250","544","639","418","318","52","6","1,440","1,440","39","76","161","88","134","291","343","187","111","10","0","1,391","1,391","18","57","106","59","116","253","296","231","207","42","6"
"전라남도 순천시 향동(4615051500)","3,523","3,523","128","252","325","258","401","532","707","585","294","40","1","1,739","1,739","63","133","186","147","217","280","342","281","85","5","0","1,784","1,784","65","119","139","111","184","252","365","304","209","35","1"
"전라남도 순천시 매곡동(4615054000)","6,708","6,708","459","524","1,077","846","828","940","943","681","370","39","1","3,306","3,306","226","287","558","437","425","470","450","296","147","10","0","3,402","3,402","233","237","519","409","403","470","493","385","223","29","1"
"전라남도 순천시 삼산동(4615055000)","25,198","25,198","1,817","2,520","3,729","2,809","3,648","4,442","3,684","1,683","721","140","5","12,369","12,369","946","1,242","2,062","1,436","1,749","2,093","1,765","797","246","33","0","12,829","12,829","871","1,278","1,667","1,373","1,899","2,349","1,919","886","475","107","5"
"전라남도 순천시 조곡동(4615056000)","5,999","5,999","298","496","682","596","807","1,085","1,081","622","281","50","1","3,010","3,010","153","261","367","332","407","572","504","290","113","11","0","2,989","2,989","145","235","315","264","400","513","577","332","168","39","1"
"전라남도 순천시 덕연동(4615057000)","43,076","43,076","2,949","4,992","6,225","4,652","6,656","8,545","5,779","2,224","910","137","7","21,500","21,500","1,466","2,611","3,457","2,428","3,194","4,073","2,849","1,075","315","32","0","21,576","21,576","1,483","2,381","2,768","2,224","3,462","4,472","2,930","1,149","595","105","7"
"전라남도 순천시 풍덕동(4615058000)","7,471","7,471","314","565","848","667","937","1,249","1,425","957","459","50","0","3,712","3,712","171","306","466","348","514","613","670","419","194","11","0","3,759","3,759","143","259","382","319","423","636","755","538","265","39","0"
"전라남도 순천시 남제동(4615059000)","8,431","8,431","283","601","963","747","975","1,578","1,642","1,109","467","63","3","4,270","4,270","143","331","561","391","554","800","773","506","197","14","0","4,161","4,161","140","270","402","356","421","778","869","603","270","49","3"
"전라남도 순천시 저전동(4615060000)","2,608","2,608","91","161","267","234","259","403","514","438","212","29","0","1,271","1,271","47","85","136","141","131","203","228","190","101","9","0","1,337","1,337","44","76","131","93","128","200","286","248","111","20","0"
"전라남도 순천시 장천동(4615061000)","2,139","2,139","42","83","224","181","249","399","496","303","135","25","2","1,129","1,129","21","48","110","114","154","232","247","136","59","7","1","1,010","1,010","21","35","114","67","95","167","249","167","76","18","1"
"전라남도 순천시 중앙동(4615062000)","2,927","2,927","85","171","347","285","351","499","572","387","199","31","0","1,485","1,485","46","89","200","157","185","261","274","185","79","9","0","1,442","1,442","39","82","147","128","166","238","298","202","120","22","0"
"전라남도 순천시 도사동(4615063500)","18,116","18,116","1,900","1,748","2,001","2,287","2,882","3,111","2,302","1,154","618","107","6","9,123","9,123","983","912","1,105","1,162","1,475","1,562","1,157","552","198","17","0","8,993","8,993","917","836","896","1,125","1,407","1,549","1,145","602","420","90","6"
"전라남도 순천시 왕조1동(4615066100)","40,330","40,330","3,294","4,614","6,335","4,925","6,451","7,759","4,427","1,608","788","124","5","19,936","19,936","1,691","2,361","3,360","2,535","2,980","3,784","2,253","730","216","26","0","20,394","20,394","1,603","2,253","2,975","2,390","3,471","3,975","2,174","878","572","98","5"
"전라남도 순천시 왕조2동(4615066500)","18,723","18,723","1,486","2,321","3,104","2,264","3,081","3,853","1,813","526","237","38","0","9,232","9,232","745","1,145","1,707","1,161","1,377","1,854","927","228","80","8","0","9,491","9,491","741","1,176","1,397","1,103","1,704","1,999","886","298","157","30","0"
"전라남도 나주시 (4617000000)","116,284","116,284","9,505","9,677","11,797","14,149","16,817","17,518","17,192","11,306","7,172","1,118","33","58,689","58,689","4,901","4,968","6,245","7,360","9,207","9,659","8,817","5,071","2,216","238","7","57,595","57,595","4,604","4,709","5,552","6,789","7,610","7,859","8,375","6,235","4,956","880","26"
"전라남도 나주시 남평읍(4617025000)","11,989","11,989","1,029","806","1,047","1,482","1,714","1,957","2,086","1,150","621","96","1","6,000","6,000","534","401","563","753","959","1,002","1,052","525","189","21","1","5,989","5,989","495","405","484","729","755","955","1,034","625","432","75","0"
"전라남도 나주시 세지면(4617031000)","2,538","2,538","30","130","179","117","208","432","573","475","335","58","1","1,294","1,294","15","72","101","67","139","265","314","210","102","9","0","1,244","1,244","15","58","78","50","69","167","259","265","233","49","1"
"전라남도 나주시 왕곡면(4617032000)","2,811","2,811","55","109","227","158","229","501","638","461","375","57","1","1,467","1,467","28","56","138","104","149","315","344","214","111","8","0","1,344","1,344","27","53","89","54","80","186","294","247","264","49","1"
"전라남도 나주시 반남면(4617033000)","1,379","1,379","21","36","85","57","109","244","309","268","207","43","0","684","684","10","18","50","44","70","142","167","122","49","12","0","695","695","11","18","35","13","39","102","142","146","158","31","0"
"전라남도 나주시 공산면(4617034000)","2,237","2,237","66","113","139","104","201","355","508","390","327","31","3","1,142","1,142","33","66","84","62","126","222","268","176","104","1","0","1,095","1,095","33","47","55","42","75","133","240","214","223","30","3"
"전라남도 나주시 동강면(4617035000)","2,385","2,385","45","68","144","98","194","352","584","476","362","62","0","1,192","1,192","16","39","92","57","132","207","322","209","100","18","0","1,193","1,193","29","29","52","41","62","145","262","267","262","44","0"
"전라남도 나주시 다시면(4617036000)","3,532","3,532","53","139","225","188","295","583","874","632","470","70","3","1,782","1,782","22","81","136","119","197","325","460","274","152","16","0","1,750","1,750","31","58","89","69","98","258","414","358","318","54","3"
"전라남도 나주시 문평면(4617037000)","1,881","1,881","31","43","97","82","139","315","466","346","314","44","4","925","925","14","21","61","45","96","187","254","146","94","7","0","956","956","17","22","36","37","43","128","212","200","220","37","4"
"전라남도 나주시 노안면(4617038000)","4,487","4,487","75","139","300","235","338","844","1,126","737","574","115","4","2,323","2,323","44","78","174","143","227","506","607","343","174","25","2","2,164","2,164","31","61","126","92","111","338","519","394","400","90","2"
"전라남도 나주시 금천면(4617039000)","4,152","4,152","112","198","329","280","427","703","896","725","426","54","2","2,202","2,202","63","109","190","174","269","440","473","322","151","11","0","1,950","1,950","49","89","139","106","158","263","423","403","275","43","2"
"전라남도 나주시 산포면(4617040000)","3,290","3,290","66","121","267","214","324","643","736","517","350","52","0","1,722","1,722","31","65","151","131","215","389","385","245","98","12","0","1,568","1,568","35","56","116","83","109","254","351","272","252","40","0"
"전라남도 나주시 다도면(4617042000)","1,841","1,841","25","55","93","92","137","357","464","327","252","37","2","943","943","13","25","52","50","92","218","268","142","73","9","1","898","898","12","30","41","42","45","139","196","185","179","28","1"
"전라남도 나주시 봉황면(4617043000)","4,097","4,097","68","168","273","191","339","701","977","773","527","74","6","2,134","2,134","37","99","158","107","237","429","532","353","166","14","2","1,963","1,963","31","69","115","84","102","272","445","420","361","60","4"
