"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"전라북도 장수군 산서면(4574031000)","2,049","2,049","67","110","122","92","170","362","403","359","316","47","1","1,027","1,027","30","65","75","54","104","202","213","167","99","18","0","1,022","1,022","37","45","47","38","66","160","190","192","217","29","1"
"전라북도 장수군 번암면(4574032000)","2,257","2,257","65","108","122","103","171","361","561","420","300","43","3","1,153","1,153","39","64","72","57","110","208","288","204","101","10","0","1,104","1,104","26","44","50","46","61","153","273","216","199","33","3"
"전라북도 장수군 장계면(4574033500)","4,320","4,320","226","344","325","291","528","767","821","530","429","57","2","2,186","2,186","112","191","193","146","285","436","428","241","140","14","0","2,134","2,134","114","153","132","145","243","331","393","289","289","43","2"
"전라북도 장수군 천천면(4574034000)","2,060","2,060","44","84","118","110","160","343","531","359","273","35","3","1,003","1,003","19","45","68","62","91","189","273","165","84","7","0","1,057","1,057","25","39","50","48","69","154","258","194","189","28","3"
"전라북도 장수군 계남면(4574035000)","2,131","2,131","68","133","149","108","210","399","463","328","238","35","0","1,064","1,064","35","65","83","62","118","235","245","139","74","8","0","1,067","1,067","33","68","66","46","92","164","218","189","164","27","0"
"전라북도 장수군 계북면(4574036000)","1,549","1,549","57","77","79","66","139","252","395","236","218","29","1","796","796","28","38","50","31","90","143","223","120","64","9","0","753","753","29","39","29","35","49","109","172","116","154","20","1"
"전라북도 임실군 (4575000000)","26,678","26,678","1,252","1,545","1,808","1,785","2,589","4,521","5,357","4,113","3,202","490","16","13,662","13,662","644","811","1,078","962","1,564","2,598","2,919","1,895","1,068","121","2","13,016","13,016","608","734","730","823","1,025","1,923","2,438","2,218","2,134","369","14"
"전라북도 임실군 임실읍(4575025000)","7,279","7,279","629","727","645","756","1,016","1,072","1,065","745","534","89","1","3,702","3,702","334","373","372","401","564","592","536","337","173","20","0","3,577","3,577","295","354","273","355","452","480","529","408","361","69","1"
"전라북도 임실군 청웅면(4575031000)","1,263","1,263","25","49","59","53","113","222","254","242","220","25","1","633","633","12","23","35","29","77","135","141","101","73","6","1","630","630","13","26","24","24","36","87","113","141","147","19","0"
"전라북도 임실군 운암면(4575032000)","1,602","1,602","53","50","94","87","135","305","428","247","170","32","1","838","838","23","32","50","41","81","175","239","129","58","10","0","764","764","30","18","44","46","54","130","189","118","112","22","1"
"전라북도 임실군 신평면(4575033000)","1,426","1,426","54","56","90","96","101","219","314","271","195","27","3","733","733","21","35","59","55","67","125","171","128","66","6","0","693","693","33","21","31","41","34","94","143","143","129","21","3"
"전라북도 임실군 성수면(4575034000)","1,611","1,611","41","72","80","76","129","258","357","306","262","30","0","844","844","20","41","56","49","80","147","206","139","97","9","0","767","767","21","31","24","27","49","111","151","167","165","21","0"
"전라북도 임실군 오수면(4575035500)","3,573","3,573","103","195","239","204","312","604","801","578","466","70","1","1,816","1,816","60","114","141","115","192","342","423","263","146","20","0","1,757","1,757","43","81","98","89","120","262","378","315","320","50","1"
"전라북도 임실군 신덕면(4575036000)","1,306","1,306","44","40","80","60","97","226","289","235","203","31","1","677","677","21","18","51","30","60","140","173","108","69","6","1","629","629","23","22","29","30","37","86","116","127","134","25","0"
"전라북도 임실군 삼계면(4575037000)","1,489","1,489","34","55","68","59","104","244","319","306","245","55","0","766","766","20","28","44","33","71","144","175","150","93","8","0","723","723","14","27","24","26","33","100","144","156","152","47","0"
"전라북도 임실군 관촌면(4575038000)","3,234","3,234","151","152","222","208","271","619","680","513","364","51","3","1,653","1,653","77","74","131","108","162","359","364","249","112","17","0","1,581","1,581","74","78","91","100","109","260","316","264","252","34","3"
"전라북도 임실군 강진면(4575039000)","1,499","1,499","34","48","120","67","134","309","318","247","193","27","2","792","792","19","28","69","41","95","182","185","105","62","6","0","707","707","15","20","51","26","39","127","133","142","131","21","2"
"전라북도 임실군 덕치면(4575040000)","1,195","1,195","33","47","63","59","78","234","278","216","167","17","3","614","614","10","21","38","32","52","145","160","94","57","5","0","581","581","23","26","25","27","26","89","118","122","110","12","3"
"전라북도 임실군 지사면(4575041000)","1,201","1,201","51","54","48","60","99","209","254","207","183","36","0","594","594","27","24","32","28","63","112","146","92","62","8","0","607","607","24","30","16","32","36","97","108","115","121","28","0"
"전라북도 순창군 (4577000000)","26,799","26,799","1,182","2,133","1,875","1,693","3,078","4,420","5,153","3,867","2,959","422","17","13,160","13,160","616","1,096","1,082","850","1,684","2,426","2,694","1,658","936","117","1","13,639","13,639","566","1,037","793","843","1,394","1,994","2,459","2,209","2,023","305","16"
"전라북도 순창군 순창읍(4577025000)","9,973","9,973","714","1,302","1,002","837","1,579","1,574","1,375","950","547","91","2","4,868","4,868","383","659","565","383","781","844","670","378","181","24","0","5,105","5,105","331","643","437","454","798","730","705","572","366","67","2"
"전라북도 순창군 인계면(4577031000)","1,487","1,487","37","81","87","88","130","266","333","231","205","26","3","731","731","17","47","49","44","71","151","182","105","59","6","0","756","756","20","34","38","44","59","115","151","126","146","20","3"
"전라북도 순창군 동계면(4577032000)","1,969","1,969","52","88","95","83","199","319","426","358","306","39","4","964","964","27","42","53","45","122","178","249","147","93","8","0","1,005","1,005","25","46","42","38","77","141","177","211","213","31","4"
"전라북도 순창군 풍산면(4577033000)","1,672","1,672","58","88","85","96","183","241","335","300","247","38","1","838","838","28","43","54","60","115","142","175","132","82","7","0","834","834","30","45","31","36","68","99","160","168","165","31","1"
"전라북도 순창군 금과면(4577034000)","1,711","1,711","38","67","95","102","120","312","440","256","246","33","2","868","868","24","36","61","62","79","161","253","118","64","9","1","843","843","14","31","34","40","41","151","187","138","182","24","1"
"전라북도 순창군 팔덕면(4577035000)","1,377","1,377","37","67","64","86","110","244","292","231","223","22","1","696","696","19","39","38","48","69","145","155","102","78","3","0","681","681","18","28","26","38","41","99","137","129","145","19","1"
"전라북도 순창군 쌍치면(4577036000)","1,923","1,923","52","108","107","91","161","365","470","312","225","32","0","955","955","23","62","65","44","97","180","260","143","69","12","0","968","968","29","46","42","47","64","185","210","169","156","20","0"
"전라북도 순창군 복흥면(4577037000)","2,111","2,111","87","136","103","101","180","369","494","355","246","39","1","1,017","1,017","44","64","67","48","94","204","254","149","81","12","0","1,094","1,094","43","72","36","53","86","165","240","206","165","27","1"
"전라북도 순창군 적성면(4577038000)","1,220","1,220","31","33","62","68","104","188","279","231","193","29","2","592","592","8","19","39","41","63","112","138","102","59","11","0","628","628","23","14","23","27","41","76","141","129","134","18","2"
"전라북도 순창군 유등면(4577039000)","1,055","1,055","30","43","64","50","106","156","211","201","170","23","1","517","517","19","24","32","25","68","95","108","89","49","8","0","538","538","11","19","32","25","38","61","103","112","121","15","1"
"전라북도 순창군 구림면(4577040000)","2,301","2,301","46","120","111","91","206","386","498","442","351","50","0","1,114","1,114","24","61","59","50","125","214","250","193","121","17","0","1,187","1,187","22","59","52","41","81","172","248","249","230","33","0"
"전라북도 고창군 (4579000000)","52,981","52,981","2,348","3,929","3,913","3,468","5,738","8,830","10,146","7,910","5,764","904","31","26,335","26,335","1,251","2,153","2,252","1,861","3,257","4,909","5,081","3,556","1,844","169","2","26,646","26,646","1,097","1,776","1,661","1,607","2,481","3,921","5,065","4,354","3,920","735","29"
"전라북도 고창군 고창읍(4579025000)","21,003","21,003","1,660","2,525","2,183","1,970","3,010","3,466","3,036","1,852","1,103","184","14","10,395","10,395","873","1,388","1,222","976","1,499","1,728","1,446","819","399","44","1","10,608","10,608","787","1,137","961","994","1,511","1,738","1,590","1,033","704","140","13"
"전라북도 고창군 고수면(4579031000)","2,197","2,197","36","90","131","101","190","371","509","415","298","54","2","1,131","1,131","19","51","83","66","117","237","279","190","83","6","0","1,066","1,066","17","39","48","35","73","134","230","225","215","48","2"
"전라북도 고창군 아산면(4579032000)","2,580","2,580","67","84","138","133","219","468","595","458","370","46","2","1,320","1,320","31","52","78","75","150","289","306","207","122","10","0","1,260","1,260","36","32","60","58","69","179","289","251","248","36","2"
"전라북도 고창군 무장면(4579033000)","2,670","2,670","66","195","155","114","211","438","546","506","396","42","1","1,331","1,331","35","118","92","63","134","266","266","220","129","8","0","1,339","1,339","31","77","63","51","77","172","280","286","267","34","1"
"전라북도 고창군 공음면(4579034000)","2,442","2,442","48","105","120","123","212","390","548","456","381","56","3","1,199","1,199","26","48","76","72","131","227","273","211","122","13","0","1,243","1,243","22","57","44","51","81","163","275","245","259","43","3"
"전라북도 고창군 상하면(4579035000)","2,367","2,367","54","136","139","113","217","416","490","443","313","45","1","1,159","1,159","30","82","77","64","138","238","233","210","79","8","0","1,208","1,208","24","54","62","49","79","178","257","233","234","37","1"
"전라북도 고창군 해리면(4579036000)","2,650","2,650","59","95","140","94","213","392","648","563","392","53","1","1,310","1,310","39","44","78","53","146","242","308","279","112","9","0","1,340","1,340","20","51","62","41","67","150","340","284","280","44","1"
"전라북도 고창군 성송면(4579037000)","1,743","1,743","31","50","71","75","135","289","410","325","304","53","0","872","872","16","29","52","49","78","186","209","151","91","11","0","871","871","15","21","19","26","57","103","201","174","213","42","0"
"전라북도 고창군 대산면(4579038000)","3,182","3,182","62","137","158","128","263","544","723","620","478","67","2","1,594","1,594","39","78","100","74","179","301","392","263","152","16","0","1,588","1,588","23","59","58","54","84","243","331","357","326","51","2"
"전라북도 고창군 심원면(4579039000)","2,434","2,434","58","107","127","142","209","482","561","394","309","45","0","1,222","1,222","34","48","74","82","144","278","278","173","106","5","0","1,212","1,212","24","59","53","60","65","204","283","221","203","40","0"
"전라북도 고창군 흥덕면(4579040000)","3,098","3,098","79","146","202","151","298","521","679","531","416","74","1","1,519","1,519","42","71","120","86","178","287","360","232","132","11","0","1,579","1,579","37","75","82","65","120","234","319","299","284","63","1"
"전라북도 고창군 성내면(4579041000)","1,913","1,913","32","70","111","97","166","294","424","372","295","52","0","998","998","16","47","73","57","114","174","233","174","102","8","0","915","915","16","23","38","40","52","120","191","198","193","44","0"
"전라북도 고창군 신림면(4579042000)","2,161","2,161","39","88","129","103","185","346","452","422","334","62","1","1,043","1,043","22","41","66","58","113","205","236","187","106","9","0","1,118","1,118","17","47","63","45","72","141","216","235","228","53","1"
"전라북도 고창군 부안면(4579043000)","2,541","2,541","57","101","109","124","210","413","525","553","375","71","3","1,242","1,242","29","56","61","86","136","251","262","240","109","11","1","1,299","1,299","28","45","48","38","74","162","263","313","266","60","2"
"전라북도 부안군 (4580000000)","50,486","50,486","2,231","3,447","3,861","3,517","5,739","8,568","9,955","7,595","4,892","664","17","25,147","25,147","1,179","1,801","2,214","1,899","3,178","4,769","5,015","3,379","1,590","121","2","25,339","25,339","1,052","1,646","1,647","1,618","2,561","3,799","4,940","4,216","3,302","543","15"
"전라북도 부안군 부안읍(4580025000)","20,756","20,756","1,490","2,244","2,137","1,889","3,027","3,500","3,141","2,036","1,168","120","4","10,107","10,107","771","1,166","1,179","920","1,473","1,762","1,521","899","397","19","0","10,649","10,649","719","1,078","958","969","1,554","1,738","1,620","1,137","771","101","4"
"전라북도 부안군 주산면(4580031000)","1,839","1,839","35","47","104","97","134","287","445","351","295","43","1","899","899","19","27","64","57","88","164","214","168","88","10","0","940","940","16","20","40","40","46","123","231","183","207","33","1"
"전라북도 부안군 동진면(4580032000)","2,739","2,739","54","91","163","151","202","466","592","530","418","72","0","1,392","1,392","33","46","101","95","137","283","322","222","137","16","0","1,347","1,347","21","45","62","56","65","183","270","308","281","56","0"
"전라북도 부안군 행안면(4580033000)","2,157","2,157","58","110","122","167","203","385","484","343","242","43","0","1,125","1,125","23","61","75","101","128","244","262","147","77","7","0","1,032","1,032","35","49","47","66","75","141","222","196","165","36","0"
"전라북도 부안군 계화면(4580034000)","3,267","3,267","90","139","166","198","348","469","722","710","378","45","2","1,651","1,651","41","67","87","131","227","287","350","312","140","9","0","1,616","1,616","49","72","79","67","121","182","372","398","238","36","2"
"전라북도 부안군 보안면(4580035000)","2,370","2,370","39","75","109","92","176","402","579","487","365","45","1","1,191","1,191","19","44","64","51","122","226","313","218","122","11","1","1,179","1,179","20","31","45","41","54","176","266","269","243","34","0"
"전라북도 부안군 변산면(4580036000)","4,333","4,333","171","271","301","314","496","816","938","630","348","48","0","2,226","2,226","91","141","174","185","303","455","472","288","111","6","0","2,107","2,107","80","130","127","129","193","361","466","342","237","42","0"
"전라북도 부안군 진서면(4580037000)","2,272","2,272","67","97","139","111","207","400","594","418","210","26","3","1,166","1,166","39","55","95","58","120","238","289","208","60","4","0","1,106","1,106","28","42","44","53","87","162","305","210","150","22","3"
"전라북도 부안군 백산면(4580038000)","2,418","2,418","32","81","128","114","193","377","543","498","397","54","1","1,217","1,217","20","46","80","77","128","238","279","214","123","11","1","1,201","1,201","12","35","48","37","65","139","264","284","274","43","0"
"전라북도 부안군 상서면(4580039000)","2,146","2,146","56","74","137","105","169","406","465","393","299","41","1","1,062","1,062","33","38","72","65","101","232","260","171","84","6","0","1,084","1,084","23","36","65","40","68","174","205","222","215","35","1"
"전라북도 부안군 하서면(4580040000)","2,573","2,573","50","102","147","119","234","435","570","504","357","52","3","1,261","1,261","32","52","85","64","133","265","286","216","113","15","0","1,312","1,312","18","50","62","55","101","170","284","288","244","37","3"
"전라북도 부안군 줄포면(4580041000)","2,495","2,495","64","96","150","106","236","427","594","481","291","50","0","1,245","1,245","44","50","103","60","138","246","290","215","93","6","0","1,250","1,250","20","46","47","46","98","181","304","266","198","44","0"
"전라북도 부안군 위도면(4580042000)","1,121","1,121","25","20","58","54","114","198","288","214","124","25","1","605","605","14","8","35","35","80","129","157","101","45","1","0","516","516","11","12","23","19","34","69","131","113","79","24","1"
"전라남도  (4600000000)","1,826,440","1,826,440","119,318","161,592","189,934","174,621","251,257","313,264","288,079","190,907","119,035","17,898","535","919,417","919,417","60,927","83,473","106,396","91,809","133,594","168,999","146,379","85,839","38,380","3,562","59","907,023","907,023","58,391","78,119","83,538","82,812","117,663","144,265","141,700","105,068","80,655","14,336","476"
"전라남도 목포시 (4611000000)","217,604","217,604","15,525","23,698","25,901","22,885","35,967","36,263","30,116","18,130","8,062","1,027","30","108,210","108,210","8,035","12,073","14,047","11,733","18,522","18,428","14,303","8,040","2,804","221","4","109,394","109,394","7,490","11,625","11,854","11,152","17,445","17,835","15,813","10,090","5,258","806","26"
"전라남도 목포시 용당1동(4611051000)","10,093","10,093","384","660","954","852","1,280","1,717","1,993","1,549","624","78","2","5,049","5,049","212","331","511","493","713","918","910","700","243","18","0","5,044","5,044","172","329","443","359","567","799","1,083","849","381","60","2"
"전라남도 목포시 용당2동(4611052000)","4,931","4,931","181","284","435","388","633","843","1,033","808","283","41","2","2,492","2,492","100","142","262","206","369","467","467","369","105","5","0","2,439","2,439","81","142","173","182","264","376","566","439","178","36","2"
"전라남도 목포시 연동(4611053500)","4,478","4,478","130","285","353","311","582","759","869","750","384","53","2","2,247","2,247","61","141","195","187","363","432","426","304","123","14","1","2,231","2,231","69","144","158","124","219","327","443","446","261","39","1"
"전라남도 목포시 산정동(4611054500)","9,279","9,279","595","1,035","1,052","937","1,442","1,601","1,379","816","372","47","3","4,502","4,502","282","544","545","501","720","780","618","380","119","12","1","4,777","4,777","313","491","507","436","722","821","761","436","253","35","2"
"전라남도 목포시 연산동(4611055400)","10,444","10,444","1,398","1,308","1,189","1,681","1,977","1,326","907","447","179","32","0","5,146","5,146","737","669","619","799","991","645","406","219","56","5","0","5,298","5,298","661","639","570","882","986","681","501","228","123","27","0"
"전라남도 목포시 원산동(4611055800)","12,377","12,377","768","1,373","1,624","1,193","2,008","2,290","1,719","939","424","39","0","6,092","6,092","394","688","939","618","1,011","1,151","791","381","111","8","0","6,285","6,285","374","685","685","575","997","1,139","928","558","313","31","0"
"전라남도 목포시 대성동(4611056500)","4,861","4,861","411","450","496","584","794","781","686","421","218","18","2","2,412","2,412","221","239","254","293","421","394","327","187","73","3","0","2,449","2,449","190","211","242","291","373","387","359","234","145","15","2"
"전라남도 목포시 목원동(4611059500)","7,203","7,203","187","362","632","509","880","1,263","1,461","1,249","573","82","5","3,644","3,644","95","182","353","294","512","707","712","559","209","19","2","3,559","3,559","92","180","279","215","368","556","749","690","364","63","3"
"전라남도 목포시 동명동(4611064000)","5,089","5,089","163","274","436","381","643","810","1,014","939","384","45","0","2,651","2,651","82","142","247","235","397","470","471","430","159","18","0","2,438","2,438","81","132","189","146","246","340","543","509","225","27","0"
"전라남도 목포시 삼학동(4611064500)","5,914","5,914","357","606","639","533","924","885","1,001","696","249","24","0","2,900","2,900","182","291","335","291","491","432","448","324","103","3","0","3,014","3,014","175","315","304","242","433","453","553","372","146","21","0"
"전라남도 목포시 만호동(4611065500)","2,643","2,643","42","104","162","157","350","461","616","502","223","24","2","1,405","1,405","22","55","97","94","233","278","311","221","92","2","0","1,238","1,238","20","49","65","63","117","183","305","281","131","22","2"
"전라남도 목포시 유달동(4611066000)","3,969","3,969","118","204","355","249","470","671","800","701","362","37","2","2,116","2,116","72","104","230","153","323","412","427","279","111","5","0","1,853","1,853","46","100","125","96","147","259","373","422","251","32","2"
"전라남도 목포시 죽교동(4611069500)","2,972","2,972","113","206","273","232","379","504","535","483","223","24","0","1,541","1,541","58","92","161","142","235","292","281","205","71","4","0","1,431","1,431","55","114","112","90","144","212","254","278","152","20","0"
"전라남도 목포시 북항동(4611070500)","8,933","8,933","543","949","1,015","870","1,412","1,559","1,400","786","367","31","1","4,463","4,463","297","481","553","476","749","774","641","352","132","8","0","4,470","4,470","246","468","462","394","663","785","759","434","235","23","1"
"전라남도 목포시 용해동(4611074500)","16,904","16,904","1,439","2,383","1,942","1,808","3,158","2,549","1,914","1,107","536","67","1","8,292","8,292","735","1,227","1,043","889","1,572","1,282","875","466","182","21","0","8,612","8,612","704","1,156","899","919","1,586","1,267","1,039","641","354","46","1"
"전라남도 목포시 이로동(4611075000)","10,663","10,663","869","1,446","1,142","1,043","1,876","1,601","1,452","811","372","49","2","5,236","5,236","470","717","632","517","939","765","655","380","156","5","0","5,427","5,427","399","729","510","526","937","836","797","431","216","44","2"
"전라남도 목포시 상동(4611075600)","21,666","21,666","1,751","2,366","2,523","2,457","3,626","3,588","2,980","1,574","694","105","2","10,632","10,632","937","1,208","1,356","1,288","1,787","1,728","1,400","701","207","20","0","11,034","11,034","814","1,158","1,167","1,169","1,839","1,860","1,580","873","487","85","2"
"전라남도 목포시 하당동(4611075700)","11,797","11,797","703","1,094","2,187","1,483","2,014","2,035","1,388","589","265","37","2","6,058","6,058","367","574","1,097","783","1,071","1,096","715","268","78","9","0","5,739","5,739","336","520","1,090","700","943","939","673","321","187","28","2"
"전라남도 목포시 신흥동(4611075800)","16,298","16,298","1,097","1,829","2,425","1,848","2,597","3,039","2,144","839","425","54","1","8,079","8,079","558","937","1,332","934","1,281","1,424","1,077","378","147","11","0","8,219","8,219","539","892","1,093","914","1,316","1,615","1,067","461","278","43","1"
"전라남도 목포시 삼향동(4611078000)","4,640","4,640","317","475","524","491","774","775","689","386","184","25","0","2,316","2,316","155","247","285","251","393","403","333","184","62","3","0","2,324","2,324","162","228","239","240","381","372","356","202","122","22","0"
"전라남도 목포시 옥암동(4611079000)","11,322","11,322","977","1,588","1,423","1,342","2,076","1,902","1,175","559","240","39","1","5,442","5,442","475","783","749","619","964","931","555","253","104","9","0","5,880","5,880","502","805","674","723","1,112","971","620","306","136","30","1"
"전라남도 목포시 부흥동(4611080000)","8,228","8,228","563","804","1,185","924","1,351","1,578","1,061","480","249","33","0","4,020","4,020","272","428","627","463","708","746","485","189","91","11","0","4,208","4,208","291","376","558","461","643","832","576","291","158","22","0"
"전라남도 목포시 부주동(4611081000)","22,900","22,900","2,419","3,613","2,935","2,612","4,721","3,726","1,900","699","232","43","0","11,475","11,475","1,251","1,851","1,625","1,207","2,279","1,901","972","311","70","8","0","11,425","11,425","1,168","1,762","1,310","1,405","2,442","1,825","928","388","162","35","0"
"전라남도 여수시 (4613000000)","275,544","275,544","18,871","25,296","32,113","29,060","40,373","48,165","42,513","25,550","11,758","1,794","51","140,332","140,332","9,644","12,991","18,181","15,668","21,209","25,396","20,964","11,904","4,045","325","5","135,212","135,212","9,227","12,305","13,932","13,392","19,164","22,769","21,549","13,646","7,713","1,469","46"
"전라남도 여수시 돌산읍(4613025000)","2,586","2,586","43","77","174","116","200","438","602","552","336","46","2","1,307","1,307","22","37","94","75","145","244","313","241","125","11","0","1,279","1,279","21","40","80","41","55","194","289","311","211","35","2"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,421","8,421","475","650","706","725","1,221","1,406","1,590","1,046","523","78","1","4,408","4,408","256","333","410","406","698","803","779","500","206","17","0","4,013","4,013","219","317","296","319","523","603","811","546","317","61","1"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,900","1,900","35","60","138","71","131","308","465","394","243","52","3","918","918","19","30","79","35","81","171","230","186","77","10","0","982","982","16","30","59","36","50","137","235","208","166","42","3"
"전라남도 여수시 소라면(4613031000)","22,031","22,031","2,117","2,264","2,378","2,668","3,468","3,842","2,917","1,441","806","122","8","11,266","11,266","1,114","1,160","1,339","1,352","1,801","1,989","1,545","672","269","24","1","10,765","10,765","1,003","1,104","1,039","1,316","1,667","1,853","1,372","769","537","98","7"
"전라남도 여수시 율촌면(4613032000)","6,042","6,042","204","303","410","387","681","984","1,253","1,030","657","130","3","3,146","3,146","106","164","249","223","448","600","633","479","223","20","1","2,896","2,896","98","139","161","164","233","384","620","551","434","110","2"
"전라남도 여수시 화양면(4613033000)","6,318","6,318","118","253","510","333","545","1,173","1,426","1,124","712","124","0","3,239","3,239","68","134","301","182","340","682","792","494","218","28","0","3,079","3,079","50","119","209","151","205","491","634","630","494","96","0"
"전라남도 여수시 남면(4613034000)","2,723","2,723","48","114","123","118","211","419","650","616","368","55","1","1,383","1,383","24","60","76","73","142","262","338","280","115","13","0","1,340","1,340","24","54","47","45","69","157","312","336","253","42","1"
"전라남도 여수시 화정면(4613035000)","1,328","1,328","10","31","59","52","85","185","321","305","234","45","1","669","669","4","17","30","38","64","106","192","141","70","7","0","659","659","6","14","29","14","21","79","129","164","164","38","1"
"전라남도 여수시 화정면개도출장소(4613035600)","789","789","14","35","42","26","59","146","165","172","109","21","0","398","398","9","19","24","12","34","96","85","82","32","5","0","391","391","5","16","18","14","25","50","80","90","77","16","0"
"전라남도 여수시 삼산면(4613036000)","2,036","2,036","48","91","121","131","210","417","508","315","167","26","2","1,144","1,144","23","51","76","83","143","253","281","167","61","5","1","892","892","25","40","45","48","67","164","227","148","106","21","1"
"전라남도 여수시 동문동(4613051500)","4,485","4,485","205","285","414","409","551","644","910","743","280","44","0","2,261","2,261","101","141","244","228","331","349","415","343","102","7","0","2,224","2,224","104","144","170","181","220","295","495","400","178","37","0"
"전라남도 여수시 한려동(4613053500)","2,982","2,982","87","176","314","293","316","455","550","547","223","19","2","1,491","1,491","37","92","158","177","186","259","243","241","92","5","1","1,491","1,491","50","84","156","116","130","196","307","306","131","14","1"
"전라남도 여수시 중앙동(4613057000)","4,178","4,178","126","249","377","294","513","679","907","742","264","27","0","2,090","2,090","66","129","229","156","301","369","398","329","107","6","0","2,088","2,088","60","120","148","138","212","310","509","413","157","21","0"
"전라남도 여수시 충무동(4613060000)","3,766","3,766","82","186","321","251","391","605","810","768","318","33","1","1,929","1,929","51","92","182","149","250","354","384","340","118","9","0","1,837","1,837","31","94","139","102","141","251","426","428","200","24","1"
"전라남도 여수시 광림동(4613062500)","5,867","5,867","174","285","600","491","679","997","1,248","972","372","47","2","3,047","3,047","105","160","360","287","407","548","582","451","137","10","0","2,820","2,820","69","125","240","204","272","449","666","521","235","37","2"
"전라남도 여수시 서강동(4613063500)","3,525","3,525","122","201","373","262","397","558","745","579","248","40","0","1,738","1,738","60","87","206","150","223","300","319","280","105","8","0","1,787","1,787","62","114","167","112","174","258","426","299","143","32","0"
"전라남도 여수시 대교동(4613065500)","5,128","5,128","153","234","395","401","582","793","1,159","952","406","53","0","2,584","2,584","72","111","225","220","376","456","520","436","161","7","0","2,544","2,544","81","123","170","181","206","337","639","516","245","46","0"
"전라남도 여수시 국동(4613067000)","10,910","10,910","580","838","1,090","995","1,445","1,894","2,113","1,381","519","53","2","5,482","5,482","286","438","623","577","785","944","968","644","209","8","0","5,428","5,428","294","400","467","418","660","950","1,145","737","310","45","2"
"전라남도 여수시 월호동(4613068500)","6,613","6,613","372","566","642","563","899","1,083","1,358","814","282","30","4","3,302","3,302","187","283","352","291","478","536","664","394","110","7","0","3,311","3,311","185","283","290","272","421","547","694","420","172","23","4"
"전라남도 여수시 여서동(4613070000)","17,599","17,599","930","1,648","2,266","1,744","2,485","3,182","3,082","1,481","684","95","2","8,663","8,663","445","844","1,285","950","1,255","1,514","1,450","673","232","15","0","8,936","8,936","485","804","981","794","1,230","1,668","1,632","808","452","80","2"
"전라남도 여수시 문수동(4613071000)","20,292","20,292","1,589","2,124","2,427","2,264","3,296","3,405","2,861","1,590","632","102","2","10,172","10,172","834","1,080","1,308","1,194","1,655","1,746","1,407","733","201","14","0","10,120","10,120","755","1,044","1,119","1,070","1,641","1,659","1,454","857","431","88","2"
"전라남도 여수시 미평동(4613073000)","11,190","11,190","518","985","1,701","1,045","1,583","2,202","1,733","951","424","46","2","5,965","5,965","264","526","1,003","623","861","1,220","902","437","121","8","0","5,225","5,225","254","459","698","422","722","982","831","514","303","38","2"
"전라남도 여수시 둔덕동(4613074000)","9,883","9,883","601","1,097","1,366","977","1,533","1,919","1,469","674","216","30","1","4,991","4,991","304","567","765","540","732","971","712","315","80","5","0","4,892","4,892","297","530","601","437","801","948","757","359","136","25","1"
"전라남도 여수시 만덕동(4613076500)","10,292","10,292","959","967","1,029","1,227","1,587","1,480","1,599","993","392","57","2","5,171","5,171","473","502","559","646","842","748","751","494","148","8","0","5,121","5,121","486","465","470","581","745","732","848","499","244","49","2"
"전라남도 여수시 쌍봉동(4613078000)","32,201","32,201","2,467","3,641","4,854","3,842","5,233","6,106","3,697","1,621","633","102","5","16,436","16,436","1,232","1,849","2,763","2,050","2,540","3,144","1,846","787","209","16","0","15,765","15,765","1,235","1,792","2,091","1,792","2,693","2,962","1,851","834","424","86","5"
"전라남도 여수시 시전동(4613079000)","40,815","40,815","4,928","4,917","4,952","6,077","7,219","6,711","3,892","1,423","575","120","1","20,480","20,480","2,545","2,555","2,676","2,997","3,497","3,397","1,934","695","163","21","0","20,335","20,335","2,383","2,362","2,276","3,080","3,722","3,314","1,958","728","412","99","1"
"전라남도 여수시 여천동(4613080000)","20,367","20,367","972","1,752","3,096","2,126","2,934","4,339","3,068","1,342","627","108","3","10,778","10,778","484","874","1,855","1,306","1,591","2,275","1,557","628","189","18","1","9,589","9,589","488","878","1,241","820","1,343","2,064","1,511","714","438","90","2"
